entity,period,category,naic_designation,total_current_year,total_prior_year
BLIC,2016Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 3,0,0
BLIC,2016Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 4,0,0
BLIC,2016Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 5,0,0
BLIC,2016Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 6,0,0
BLIC,2016Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 1,228649010,228649010
BLIC,2016Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 2,0,0
BLIC,2016Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 3,0,0
BLIC,2016Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 4,0,0
BLIC,2016Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 5,0,0
BLIC,2016Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 6,0,0
BLIC,2016Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 1,5528691705,5439282843
BLIC,2016Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 2,14504741,12865130
BLIC,2016Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 3,3955000,0
BLIC,2016Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 4,0,0
BLIC,2016Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 5,0,0
BLIC,2016Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 6,0,0
BLIC,2016Q4,Industrial and Miscellaneous (unaffiliated),NAIC 1,16340488361,9804410306
BLIC,2016Q4,Industrial and Miscellaneous (unaffiliated),NAIC 2,9807732280,4246556799
BLIC,2016Q4,Industrial and Miscellaneous (unaffiliated),NAIC 3,1892290232,774724111
BLIC,2016Q4,Industrial and Miscellaneous (unaffiliated),NAIC 4,666019929,342067703
BLIC,2016Q4,Industrial and Miscellaneous (unaffiliated),NAIC 5,64203399,41097838
BLIC,2016Q4,Industrial and Miscellaneous (unaffiliated),NAIC 6,6564770,2341249
BLIC,2016Q4,Hybrid Securities,NAIC 1,7820000,0
BLIC,2016Q4,Hybrid Securities,NAIC 2,134723355,28158866
BLIC,2016Q4,Hybrid Securities,NAIC 3,24075000,0
BLIC,2016Q4,Hybrid Securities,NAIC 4,0,0
BLIC,2016Q4,Hybrid Securities,NAIC 5,0,0
BLIC,2016Q4,Hybrid Securities,NAIC 6,0,0
BLIC,2016Q4,"Parent, Subsidiaries and Affiliates",NAIC 1,0,0
BLIC,2016Q4,"Parent, Subsidiaries and Affiliates",NAIC 2,0,0
BLIC,2016Q4,"Parent, Subsidiaries and Affiliates",NAIC 3,0,0
BLIC,2016Q4,"Parent, Subsidiaries and Affiliates",NAIC 4,0,0
BLIC,2016Q4,"Parent, Subsidiaries and Affiliates",NAIC 5,0,0
BLIC,2016Q4,"Parent, Subsidiaries and Affiliates",NAIC 6,0,0
BLIC,2016Q4,SVO Identified Funds,NAIC 1,0,0
BLIC,2016Q4,SVO Identified Funds,NAIC 2,0,0
BLIC,2016Q4,SVO Identified Funds,NAIC 3,0,0
BLIC,2016Q4,SVO Identified Funds,NAIC 4,0,0
BLIC,2016Q4,SVO Identified Funds,NAIC 5,0,0
BLIC,2016Q4,SVO Identified Funds,NAIC 6,0,0
BLIC,2016Q4,Total Bonds Current Year,NAIC 1,1014829,26478103947
BLIC,2016Q4,Total Bonds Current Year,NAIC 2,0,4571219562
BLIC,2016Q4,Total Bonds Current Year,NAIC 3,0,833439171
BLIC,2016Q4,Total Bonds Current Year,NAIC 4,68963,347702907
BLIC,2016Q4,Total Bonds Current Year,NAIC 5,0,61251808
BLIC,2016Q4,Total Bonds Current Year,NAIC 6,0,9860673
BLIC,2016Q4,Total Bonds Prior Year,NAIC 1,36955846229,6002395389
BLIC,2016Q4,Total Bonds Prior Year,NAIC 2,9301951792,4840869148
BLIC,2016Q4,Total Bonds Prior Year,NAIC 3,1967361321,996788043
BLIC,2016Q4,Total Bonds Prior Year,NAIC 4,607455770,281887897
BLIC,2016Q4,Total Bonds Prior Year,NAIC 5,77258206,35372863
BLIC,2016Q4,Total Bonds Prior Year,NAIC 6,10149213,2411281
BLIC,2016Q4,Total Publicly Traded Bonds,NAIC 1,1014829,30953450840
BLIC,2016Q4,Total Publicly Traded Bonds,NAIC 2,4571219562,4571219562
BLIC,2016Q4,Total Publicly Traded Bonds,NAIC 3,833439171,833439171
BLIC,2016Q4,Total Publicly Traded Bonds,NAIC 4,68963,325567873
BLIC,2016Q4,Total Publicly Traded Bonds,NAIC 5,61251808,61251808
BLIC,2016Q4,Total Publicly Traded Bonds,NAIC 6,7737932,0
BLIC,2016Q4,Total Privately Placed Bonds,NAIC 1,6743487543,6743487543
BLIC,2016Q4,Total Privately Placed Bonds,NAIC 2,5682958650,5682958650
BLIC,2016Q4,Total Privately Placed Bonds,NAIC 3,1161094344,1161094344
BLIC,2016Q4,Total Privately Placed Bonds,NAIC 4,281887897,0
BLIC,2016Q4,Total Privately Placed Bonds,NAIC 5,23105561,0
BLIC,2016Q4,Total Privately Placed Bonds,NAIC 6,0,0
BLIC,2017Q1,BONDS,NAIC 1,32820072787,33221591490
BLIC,2017Q1,BONDS,NAIC 2,9975395196,10254178212
BLIC,2017Q1,BONDS,NAIC 3,1960335583,1994533515
BLIC,2017Q1,BONDS,NAIC 4,645261453,673823436
BLIC,2017Q1,BONDS,NAIC 5,72339593,84357369
BLIC,2017Q1,BONDS,NAIC 6,4174622,12201922
BLIC,2017Q1,BONDS,NAIC 1,48465788,48465788
BLIC,2017Q1,BONDS,NAIC 2,158829415,159316032
BLIC,2017Q1,BONDS,NAIC 3,3098880,3098880
BLIC,2017Q1,BONDS,NAIC 4,839958,839958
BLIC,2017Q1,BONDS,NAIC 5,5,0
BLIC,2017Q1,BONDS,NAIC 6,1,1
BLIC,2017Q2,BONDS,NAIC 1,34091142778,33221591490
BLIC,2017Q2,BONDS,NAIC 2,9861475934,10254178212
BLIC,2017Q2,BONDS,NAIC 3,1969334743,1994533515
BLIC,2017Q2,BONDS,NAIC 4,630938157,673823436
BLIC,2017Q2,BONDS,NAIC 5,79321914,84357369
BLIC,2017Q2,BONDS,NAIC 6,3730009,12201922
BLIC,2017Q2,BONDS,NAIC 1,48465788,48465788
BLIC,2017Q2,BONDS,NAIC 2,149538535,159316032
BLIC,2017Q2,BONDS,NAIC 3,3098880,3098880
BLIC,2017Q2,BONDS,NAIC 4,839958,0
BLIC,2017Q2,BONDS,NAIC 5,5,0
BLIC,2017Q2,BONDS,NAIC 6,839959,1
BLIC,2017Q3,BONDS,NAIC 1,32363311195,33221591490
BLIC,2017Q3,BONDS,NAIC 2,9955981594,10254178212
BLIC,2017Q3,BONDS,NAIC 3,1854457201,1994533515
BLIC,2017Q3,BONDS,NAIC 4,621685781,673823436
BLIC,2017Q3,BONDS,NAIC 5,79406912,84357369
BLIC,2017Q3,BONDS,NAIC 6,3419253,12201922
BLIC,2017Q3,BONDS,NAIC 1,35099788,48465788
BLIC,2017Q3,BONDS,NAIC 2,149538535,159316032
BLIC,2017Q3,BONDS,NAIC 3,0,3098880
BLIC,2017Q3,BONDS,NAIC 4,0,0
BLIC,2017Q3,BONDS,NAIC 5,0,0
BLIC,2017Q3,BONDS,NAIC 6,839959,1
BLIC,2017Q4,U.S. Governments,NAIC 1,11427910186,11421076487
BLIC,2017Q4,U.S. Governments,NAIC 2,0,0
BLIC,2017Q4,U.S. Governments,NAIC 3,0,0
BLIC,2017Q4,U.S. Governments,NAIC 4,0,0
BLIC,2017Q4,U.S. Governments,NAIC 5,0,0
BLIC,2017Q4,U.S. Governments,NAIC 6,0,0
BLIC,2017Q4,All Other Governments,NAIC 1,270014175,156835439
BLIC,2017Q4,All Other Governments,NAIC 2,348505930,84802815
BLIC,2017Q4,All Other Governments,NAIC 3,67478093,29375671
BLIC,2017Q4,All Other Governments,NAIC 4,12660113,0
BLIC,2017Q4,All Other Governments,NAIC 5,0,0
BLIC,2017Q4,All Other Governments,NAIC 6,0,0
BLIC,2017Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 1,43909608,0
BLIC,2017Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 2,25539088,0
BLIC,2017Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 3,0,0
BLIC,2017Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 4,0,0
BLIC,2017Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 5,0,0
BLIC,2017Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 6,0,0
BLIC,2017Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 1,227312156,227312156
BLIC,2017Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 2,4628160,0
BLIC,2017Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 3,0,0
BLIC,2017Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 4,0,0
BLIC,2017Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 5,0,0
BLIC,2017Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 6,0,0
BLIC,2017Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 1,6632737583,6544073652
BLIC,2017Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 2,15223400,14130126
BLIC,2017Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 3,3760000,0
BLIC,2017Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 4,0,0
BLIC,2017Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 5,0,0
BLIC,2017Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 6,0,0
BLIC,2017Q4,Industrial and Miscellaneous (unaffiliated),NAIC 1,14015003984,8429770601
BLIC,2017Q4,Industrial and Miscellaneous (unaffiliated),NAIC 2,9687106345,4136591153
BLIC,2017Q4,Industrial and Miscellaneous (unaffiliated),NAIC 3,1750102208,571437396
BLIC,2017Q4,Industrial and Miscellaneous (unaffiliated),NAIC 4,626058285,245709424
BLIC,2017Q4,Industrial and Miscellaneous (unaffiliated),NAIC 5,59257304,28740638
BLIC,2017Q4,Industrial and Miscellaneous (unaffiliated),NAIC 6,834590,0
BLIC,2017Q4,Hybrid Securities,NAIC 1,7820000,0
BLIC,2017Q4,Hybrid Securities,NAIC 2,39990224,0
BLIC,2017Q4,Hybrid Securities,NAIC 3,3826240,0
BLIC,2017Q4,Hybrid Securities,NAIC 4,0,0
BLIC,2017Q4,Hybrid Securities,NAIC 5,0,0
BLIC,2017Q4,Hybrid Securities,NAIC 6,0,0
BLIC,2017Q4,"Parent, Subsidiaries and Affiliates",NAIC 1,0,0
BLIC,2017Q4,"Parent, Subsidiaries and Affiliates",NAIC 2,0,0
BLIC,2017Q4,"Parent, Subsidiaries and Affiliates",NAIC 3,0,0
BLIC,2017Q4,"Parent, Subsidiaries and Affiliates",NAIC 4,0,0
BLIC,2017Q4,"Parent, Subsidiaries and Affiliates",NAIC 5,0,0
BLIC,2017Q4,"Parent, Subsidiaries and Affiliates",NAIC 6,0,0
BLIC,2017Q4,SVO Identified Funds,NAIC 1,0,0
BLIC,2017Q4,SVO Identified Funds,NAIC 2,0,0
BLIC,2017Q4,SVO Identified Funds,NAIC 3,0,0
BLIC,2017Q4,SVO Identified Funds,NAIC 4,0,0
BLIC,2017Q4,SVO Identified Funds,NAIC 5,0,0
BLIC,2017Q4,SVO Identified Funds,NAIC 6,0,0
BLIC,2017Q4,Total Bonds Current Year,NAIC 1,794720,26852704416
BLIC,2017Q4,Total Bonds Current Year,NAIC 2,0,4372876105
BLIC,2017Q4,Total Bonds Current Year,NAIC 3,0,647775663
BLIC,2017Q4,Total Bonds Current Year,NAIC 4,116230,252126233
BLIC,2017Q4,Total Bonds Current Year,NAIC 5,0,48799399
BLIC,2017Q4,Total Bonds Current Year,NAIC 6,0,3385190
BLIC,2017Q4,Total Bonds Prior Year,NAIC 1,1014829,26478103947
BLIC,2017Q4,Total Bonds Prior Year,NAIC 2,10254178212,5682958650
BLIC,2017Q4,Total Bonds Prior Year,NAIC 3,1994533515,1161094344
BLIC,2017Q4,Total Bonds Prior Year,NAIC 4,68963,347702907
BLIC,2017Q4,Total Bonds Prior Year,NAIC 5,84357369,23105561
BLIC,2017Q4,Total Bonds Prior Year,NAIC 6,9860673,0
BLIC,2017Q4,Total Publicly Traded Bonds,NAIC 1,794720,26478103947
BLIC,2017Q4,Total Publicly Traded Bonds,NAIC 2,4372876105,4372876105
BLIC,2017Q4,Total Publicly Traded Bonds,NAIC 3,647775663,647775663
BLIC,2017Q4,Total Publicly Traded Bonds,NAIC 4,116230,347702907
BLIC,2017Q4,Total Publicly Traded Bonds,NAIC 5,48799399,48799399
BLIC,2017Q4,Total Publicly Traded Bonds,NAIC 6,0,0
BLIC,2017Q4,Total Privately Placed Bonds,NAIC 1,5801729749,5801729749
BLIC,2017Q4,Total Privately Placed Bonds,NAIC 2,5637100592,5637100592
BLIC,2017Q4,Total Privately Placed Bonds,NAIC 3,1211866723,1211866723
BLIC,2017Q4,Total Privately Placed Bonds,NAIC 4,326120529,0
BLIC,2017Q4,Total Privately Placed Bonds,NAIC 5,30516666,0
BLIC,2017Q4,Total Privately Placed Bonds,NAIC 6,0,0
BLIC,2018Q1,BONDS,NAIC 1,31664018261,32654434164
BLIC,2018Q1,BONDS,NAIC 2,10369125686,10009976697
BLIC,2018Q1,BONDS,NAIC 3,1819732152,1859642386
BLIC,2018Q1,BONDS,NAIC 4,694863738,647290945
BLIC,2018Q1,BONDS,NAIC 5,73007525,79316065
BLIC,2018Q1,BONDS,NAIC 6,5459579,3385203
BLIC,2018Q1,BONDS,NAIC 1,26099788,26099788
BLIC,2018Q1,BONDS,NAIC 2,149538534,149538535
BLIC,2018Q1,BONDS,NAIC 3,3,0
BLIC,2018Q1,BONDS,NAIC 4,4,0
BLIC,2018Q1,BONDS,NAIC 5,5,0
BLIC,2018Q1,BONDS,NAIC 6,0,1
BLIC,2018Q2,BONDS,NAIC 1,31126851908,32654434164
BLIC,2018Q2,BONDS,NAIC 2,10694152719,10009976697
BLIC,2018Q2,BONDS,NAIC 3,1786448517,1859642386
BLIC,2018Q2,BONDS,NAIC 4,693895883,647290945
BLIC,2018Q2,BONDS,NAIC 5,60116111,79316065
BLIC,2018Q2,BONDS,NAIC 6,5837646,3385203
BLIC,2018Q2,BONDS,NAIC 1,26130624,26099788
BLIC,2018Q2,BONDS,NAIC 2,282992067,149538535
BLIC,2018Q2,BONDS,NAIC 3,3,0
BLIC,2018Q2,BONDS,NAIC 4,4,0
BLIC,2018Q2,BONDS,NAIC 5,5,0
BLIC,2018Q2,BONDS,NAIC 6,1,1
BLIC,2018Q3,BONDS,NAIC 1,30694648360,32654434164
BLIC,2018Q3,BONDS,NAIC 2,10892589705,10009976697
BLIC,2018Q3,BONDS,NAIC 3,1721053047,1859642386
BLIC,2018Q3,BONDS,NAIC 4,697557381,647290945
BLIC,2018Q3,BONDS,NAIC 5,63689349,79316065
BLIC,2018Q3,BONDS,NAIC 6,2014220,3385203
BLIC,2018Q3,BONDS,NAIC 1,26099788,26099788
BLIC,2018Q3,BONDS,NAIC 2,286184982,149538535
BLIC,2018Q3,BONDS,NAIC 3,3,0
BLIC,2018Q3,BONDS,NAIC 4,4,0
BLIC,2018Q3,BONDS,NAIC 5,5,0
BLIC,2018Q3,BONDS,NAIC 6,2,1
BLIC,2018Q4,U.S. Governments,NAIC 1,7881061881,7875108943
BLIC,2018Q4,U.S. Governments,NAIC 2,0,0
BLIC,2018Q4,U.S. Governments,NAIC 3,0,0
BLIC,2018Q4,U.S. Governments,NAIC 4,0,0
BLIC,2018Q4,U.S. Governments,NAIC 5,0,0
BLIC,2018Q4,U.S. Governments,NAIC 6,0,0
BLIC,2018Q4,All Other Governments,NAIC 1,487232268,207307988
BLIC,2018Q4,All Other Governments,NAIC 2,437462157,204815969
BLIC,2018Q4,All Other Governments,NAIC 3,86776417,53359042
BLIC,2018Q4,All Other Governments,NAIC 4,18960692,18645776
BLIC,2018Q4,All Other Governments,NAIC 5,0,0
BLIC,2018Q4,All Other Governments,NAIC 6,0,0
BLIC,2018Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 1,52668315,0
BLIC,2018Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 2,15623623,0
BLIC,2018Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 3,0,0
BLIC,2018Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 4,0,0
BLIC,2018Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 5,0,0
BLIC,2018Q4,"U.S. States, Territories and Possessions, etc., Guaranteed",NAIC 6,0,0
BLIC,2018Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 1,230264771,230264771
BLIC,2018Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 2,4628160,0
BLIC,2018Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 3,0,0
BLIC,2018Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 4,0,0
BLIC,2018Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 5,0,0
BLIC,2018Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 6,0,0
BLIC,2018Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 1,7544256903,7312705285
BLIC,2018Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 2,124916537,46440957
BLIC,2018Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 3,3039998,0
BLIC,2018Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 4,44298004,24271549
BLIC,2018Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 5,0,0
BLIC,2018Q4,"U.S. Special Revenue & Special Assessment Obligations,",NAIC 6,0,0
BLIC,2018Q4,Industrial and Miscellaneous (unaffiliated),NAIC 1,15285581459,9565920519
BLIC,2018Q4,Industrial and Miscellaneous (unaffiliated),NAIC 2,10851827939,5311487253
BLIC,2018Q4,Industrial and Miscellaneous (unaffiliated),NAIC 3,1161355734,509846483
BLIC,2018Q4,Industrial and Miscellaneous (unaffiliated),NAIC 4,626058285,258817864
BLIC,2018Q4,Industrial and Miscellaneous (unaffiliated),NAIC 5,59257304,15030701
BLIC,2018Q4,Industrial and Miscellaneous (unaffiliated),NAIC 6,0,0
BLIC,2018Q4,Hybrid Securities,NAIC 1,0,0
BLIC,2018Q4,Hybrid Securities,NAIC 2,52773524,0
BLIC,2018Q4,Hybrid Securities,NAIC 3,3826240,0
BLIC,2018Q4,Hybrid Securities,NAIC 4,0,0
BLIC,2018Q4,Hybrid Securities,NAIC 5,0,0
BLIC,2018Q4,Hybrid Securities,NAIC 6,0,0
BLIC,2018Q4,"Parent, Subsidiaries and Affiliates",NAIC 1,0,0
BLIC,2018Q4,"Parent, Subsidiaries and Affiliates",NAIC 2,0,0
BLIC,2018Q4,"Parent, Subsidiaries and Affiliates",NAIC 3,0,0
BLIC,2018Q4,"Parent, Subsidiaries and Affiliates",NAIC 4,0,0
BLIC,2018Q4,"Parent, Subsidiaries and Affiliates",NAIC 5,0,0
BLIC,2018Q4,"Parent, Subsidiaries and Affiliates",NAIC 6,0,0
BLIC,2018Q4,SVO Identified Funds,NAIC 1,0,0
BLIC,2018Q4,SVO Identified Funds,NAIC 2,0,0
BLIC,2018Q4,SVO Identified Funds,NAIC 3,0,0
BLIC,2018Q4,SVO Identified Funds,NAIC 4,0,0
BLIC,2018Q4,SVO Identified Funds,NAIC 5,0,0
BLIC,2018Q4,SVO Identified Funds,NAIC 6,0,0
BLIC,2018Q4,Bank Loans,NAIC 1,0,0
BLIC,2018Q4,Bank Loans,NAIC 2,184123628,0
BLIC,2018Q4,Bank Loans,NAIC 3,7000000,0
BLIC,2018Q4,Bank Loans,NAIC 4,0,0
BLIC,2018Q4,Bank Loans,NAIC 5,0,0
BLIC,2018Q4,Bank Loans,NAIC 6,0,0
BLIC,2018Q4,Total Bonds Current Year,NAIC 1,647353,25278981516
BLIC,2018Q4,Total Bonds Current Year,NAIC 2,0,5820830985
BLIC,2018Q4,Total Bonds Current Year,NAIC 3,0,951073143
BLIC,2018Q4,Total Bonds Current Year,NAIC 4,97482,391831246
BLIC,2018Q4,Total Bonds Current Year,NAIC 5,0,41303816
BLIC,2018Q4,Total Bonds Current Year,NAIC 6,0,1740679
BLIC,2018Q4,Total Bonds Prior Year,NAIC 1,794720,26852704416
BLIC,2018Q4,Total Bonds Prior Year,NAIC 2,10009976697,5637100592
BLIC,2018Q4,Total Bonds Prior Year,NAIC 3,1859642386,1211866723
BLIC,2018Q4,Total Bonds Prior Year,NAIC 4,116230,252126233
BLIC,2018Q4,Total Bonds Prior Year,NAIC 5,79316065,30516666
BLIC,2018Q4,Total Bonds Prior Year,NAIC 6,13,0
BLIC,2018Q4,Total Publicly Traded Bonds,NAIC 1,647353,26852704416
BLIC,2018Q4,Total Publicly Traded Bonds,NAIC 2,5820830985,5820830985
BLIC,2018Q4,Total Publicly Traded Bonds,NAIC 3,951073143,951073143
BLIC,2018Q4,Total Publicly Traded Bonds,NAIC 4,97482,252126233
BLIC,2018Q4,Total Publicly Traded Bonds,NAIC 5,48799399,0
BLIC,2018Q4,Total Publicly Traded Bonds,NAIC 6,0,0
BLIC,2018Q4,Total Privately Placed Bonds,NAIC 1,6259919776,6259919776
BLIC,2018Q4,Total Privately Placed Bonds,NAIC 2,5915014322,5915014322
BLIC,2018Q4,Total Privately Placed Bonds,NAIC 3,695752866,695752866
BLIC,2018Q4,Total Privately Placed Bonds,NAIC 4,303877534,303877534
BLIC,2018Q4,Total Privately Placed Bonds,NAIC 5,21596358,0
BLIC,2018Q4,Total Privately Placed Bonds,NAIC 6,0,0
BLIC,2019Q1,BONDS,NAIC 1,29579068858,31538901292
BLIC,2019Q1,BONDS,NAIC 2,12207113650,11735845307
BLIC,2019Q1,BONDS,NAIC 3,1632155527,1646826009
BLIC,2019Q1,BONDS,NAIC 4,625769115,695708779
BLIC,2019Q1,BONDS,NAIC 5,40957801,62900174
BLIC,2019Q1,BONDS,NAIC 6,10750594,1740679
BLIC,2019Q1,BONDS,NAIC 1,26099788,26099788
BLIC,2019Q1,BONDS,NAIC 2,290240688,289434188
BLIC,2019Q1,BONDS,NAIC 3,3,0
BLIC,2019Q1,BONDS,NAIC 4,4,0
BLIC,2019Q1,BONDS,NAIC 5,5,0
BLIC,2019Q1,BONDS,NAIC 6,6,6
BLIC,2019Q2,BONDS,NAIC 1,28789824436,31538901292
BLIC,2019Q2,BONDS,NAIC 2,12400123667,11735845307
BLIC,2019Q2,BONDS,NAIC 3,1588561010,1646826009
BLIC,2019Q2,BONDS,NAIC 4,650062590,695708779
BLIC,2019Q2,BONDS,NAIC 5,59922991,62900174
BLIC,2019Q2,BONDS,NAIC 6,11062829,1740679
BLIC,2019Q2,BONDS,NAIC 1,26099788,26099788
BLIC,2019Q2,BONDS,NAIC 2,293721027,289434188
BLIC,2019Q2,BONDS,NAIC 3,3,0
BLIC,2019Q2,BONDS,NAIC 4,4,0
BLIC,2019Q2,BONDS,NAIC 5,5,0
BLIC,2019Q2,BONDS,NAIC 6,6,6
BLIC,2019Q3,BONDS,NAIC 1,30741886619,31538901292
BLIC,2019Q3,BONDS,NAIC 2,13186316294,11735845307
BLIC,2019Q3,BONDS,NAIC 3,1564562532,1646826009
BLIC,2019Q3,BONDS,NAIC 4,579677778,695708779
BLIC,2019Q3,BONDS,NAIC 5,55273905,62900174
BLIC,2019Q3,BONDS,NAIC 6,910617,1740679
BLIC,2019Q3,BONDS,NAIC 1,26099788,26099788
BLIC,2019Q3,BONDS,NAIC 2,292863960,289434188
BLIC,2019Q3,BONDS,NAIC 3,3,0
BLIC,2019Q3,BONDS,NAIC 4,4,0
BLIC,2019Q3,BONDS,NAIC 5,5,0
BLIC,2019Q3,BONDS,NAIC 6,6,6
BLIC,2019Q4,U.S. Governments,NAIC 1,5622563436,5617510645
BLIC,2019Q4,U.S. Governments,NAIC 2,0,0
BLIC,2019Q4,U.S. Governments,NAIC 3,0,0
BLIC,2019Q4,U.S. Governments,NAIC 4,0,0
BLIC,2019Q4,U.S. Governments,NAIC 5,0,0
BLIC,2019Q4,U.S. Governments,NAIC 6,0,0
BLIC,2019Q4,All Other Governments,NAIC 1,458181348,187059421
BLIC,2019Q4,All Other Governments,NAIC 2,566401037,262617017
