entity,period,category,naic_designation,total_current_year,total_prior_year
BLC,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 1,0,0
BLC,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 2,6697475,0
BLC,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 3,0,0
BLC,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 4,0,0
BLC,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 6,0,0
BLC,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 1,148001218,148001218
BLC,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 2,0,0
BLC,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 3,0,0
BLC,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 4,0,0
BLC,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 5,0,0
BLC,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 6,0,0
BLC,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 1,1629864983,1600125467
BLC,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 2,49880221,49880221
BLC,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 3,0,0
BLC,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 4,7240000,0
BLC,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 5,0,0
BLC,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 6,0,0
BLC,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 1,8329854990,4198350739
BLC,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 2,5794695455,3796541046
BLC,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 3,495774288,94579402
BLC,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 4,209261837,99864706
BLC,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 5,0,0
BLC,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 6,0,0
BLC,2022Q4,Hybrid Securities,NAIC 1,0,0
BLC,2022Q4,Hybrid Securities,NAIC 2,93151251,0
BLC,2022Q4,Hybrid Securities,NAIC 3,0,0
BLC,2022Q4,Hybrid Securities,NAIC 4,0,0
BLC,2022Q4,Hybrid Securities,NAIC 5,0,0
BLC,2022Q4,Hybrid Securities,NAIC 6,0,0
BLC,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 1,0,0
BLC,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 2,0,0
BLC,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 3,0,0
BLC,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 4,0,0
BLC,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 5,0,0
BLC,2022Q4,SVO Identified Funds,NAIC 1,0,0
BLC,2022Q4,SVO Identified Funds,NAIC 2,0,0
BLC,2022Q4,SVO Identified Funds,NAIC 3,0,0
BLC,2022Q4,SVO Identified Funds,NAIC 4,0,0
BLC,2022Q4,SVO Identified Funds,NAIC 5,0,0
BLC,2022Q4,SVO Identified Funds,NAIC 6,0,0
BLC,2022Q4,Unaffiliated Bank Loans,NAIC 1,0,0
BLC,2022Q4,Unaffiliated Bank Loans,NAIC 2,0,0
BLC,2022Q4,Unaffiliated Bank Loans,NAIC 3,0,0
BLC,2022Q4,Unaffiliated Bank Loans,NAIC 4,0,0
BLC,2022Q4,Unaffiliated Bank Loans,NAIC 5,0,0
BLC,2022Q4,Unaffiliated Bank Loans,NAIC 6,0,0
BLC,2022Q4,Unaffiliated Certificates of Deposit,NAIC 1,0,0
BLC,2022Q4,Unaffiliated Certificates of Deposit,NAIC 2,0,0
BLC,2022Q4,Unaffiliated Certificates of Deposit,NAIC 3,0,0
BLC,2022Q4,Unaffiliated Certificates of Deposit,NAIC 4,0,0
BLC,2022Q4,Unaffiliated Certificates of Deposit,NAIC 5,0,0
BLC,2022Q4,Unaffiliated Certificates of Deposit,NAIC 6,0,0
BLC,2022Q4,Total Bonds Current Year,NAIC 1,10196532829,4191608404
BLC,2022Q4,Total Bonds Current Year,NAIC 2,5993904716,2010787609
BLC,2022Q4,Total Bonds Current Year,NAIC 3,528410459,433831057
BLC,2022Q4,Total Bonds Current Year,NAIC 4,16372836,0
BLC,2022Q4,Total Bonds Current Year,NAIC 5,0,0
BLC,2022Q4,Total Bonds Current Year,NAIC 6,0,0
BLC,2022Q4,Total Bonds Prior Year,NAIC 1,20681042,5561721563
BLC,2022Q4,Total Bonds Prior Year,NAIC 2,5707721906,1718654359
BLC,2022Q4,Total Bonds Prior Year,NAIC 3,655355294,456381360
BLC,2022Q4,Total Bonds Prior Year,NAIC 4,22042339,0
BLC,2022Q4,Total Bonds Prior Year,NAIC 5,0,0
BLC,2022Q4,Total Bonds Prior Year,NAIC 6,0,0
BLC,2022Q4,Total Bonds Prior Year,NAIC 1,6004924425,6004924425
BLC,2022Q4,Total Bonds Prior Year,NAIC 2,3983117107,3983117107
BLC,2022Q4,Total Bonds Prior Year,NAIC 3,94579402,94579402
BLC,2022Q4,Total Bonds Prior Year,NAIC 4,16372836,0
BLC,2022Q4,Total Bonds Prior Year,NAIC 5,0,0
BLC,2022Q4,Total Bonds Prior Year,NAIC 6,0,0
BLC,2022Q4,Total Privately Placed Bonds,NAIC 1,4191608404,4191608404
BLC,2022Q4,Total Privately Placed Bonds,NAIC 2,2010787609,2010787609
BLC,2022Q4,Total Privately Placed Bonds,NAIC 3,433831057,433831057
BLC,2022Q4,Total Privately Placed Bonds,NAIC 4,245105724,0
BLC,2022Q4,Total Privately Placed Bonds,NAIC 5,0,0
BLC,2022Q4,Total Privately Placed Bonds,NAIC 6,0,0
BLC,2023Q3,BONDS,NAIC 1,10903415421,10196532829
BLC,2023Q3,BONDS,NAIC 2,5730531906,5993904716
BLC,2023Q3,BONDS,NAIC 3,482793036,528410459
BLC,2023Q3,BONDS,NAIC 4,126278135,146769136
BLC,2023Q3,BONDS,NAIC 5,6565888,11288358
BLC,2023Q3,BONDS,NAIC 6,2500000,2500000
BLC,2023Q3,BONDS,NAIC 1,7500000,7500000
BLC,2023Q3,BONDS,NAIC 2,104007500,104259500
BLC,2023Q3,BONDS,NAIC 3,23507493,23507493
BLC,2024Q3,BONDS,NAIC 1,11378283971,10727048714
BLC,2024Q3,BONDS,NAIC 2,6091126080,5637084838
BLC,2024Q3,BONDS,NAIC 3,577354870,484301877
BLC,2024Q3,BONDS,NAIC 4,137886054,140405500
BLC,2024Q3,BONDS,NAIC 5,19617322,29747486
BLC,2024Q3,BONDS,NAIC 6,2500000,2500000
BLC,2024Q3,BONDS,NAIC 1,7500000,7500000
BLC,2024Q3,BONDS,NAIC 2,101247500,103240325
BLC,2024Q3,BONDS,NAIC 3,23507493,23507493
BLC,2024Q4,U.S. Governments,NAIC 1,386928942,386928942
BLC,2024Q4,U.S. Governments,NAIC 2,0,0
BLC,2024Q4,U.S. Governments,NAIC 3,0,0
BLC,2024Q4,U.S. Governments,NAIC 4,0,0
BLC,2024Q4,U.S. Governments,NAIC 5,0,0
BLC,2024Q4,U.S. Governments,NAIC 6,0,0
BLC,2024Q4,All Other Governments,NAIC 1,20521567,0
BLC,2024Q4,All Other Governments,NAIC 2,36047590,24100900
BLC,2024Q4,All Other Governments,NAIC 3,0,0
BLC,2024Q4,All Other Governments,NAIC 4,0,0
BLC,2024Q4,All Other Governments,NAIC 5,0,0
BLC,2024Q4,All Other Governments,NAIC 6,0,0
BLC,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 1,17594371,0
BLC,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 2,0,0
BLC,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 3,0,0
BLC,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 4,0,0
BLC,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 6,0,0
BLC,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 1,148045288,148045288
BLC,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 2,0,0
BLC,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 3,0,0
BLC,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 4,0,0
BLC,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 5,0,0
BLC,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 6,0,0
BLC,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 1,2054592140,1968932159
BLC,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 2,60973451,60973451
BLC,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 3,0,0
BLC,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 4,5790000,0
BLC,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 5,0,0
BLC,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 6,0,0
BLC,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 1,8505131651,3788466831
BLC,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 2,5761730512,3692062683
BLC,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 3,527121521,132190777
BLC,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 4,97937746,90239478
BLC,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 5,3492085,0
BLC,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 6,0,0
BLC,2024Q4,Hybrid Securities,NAIC 1,0,0
BLC,2024Q4,Hybrid Securities,NAIC 2,0,0
BLC,2024Q4,Hybrid Securities,NAIC 3,0,0
BLC,2024Q4,Hybrid Securities,NAIC 4,0,0
BLC,2024Q4,Hybrid Securities,NAIC 5,0,0
BLC,2024Q4,Hybrid Securities,NAIC 6,0,0
BLC,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 1,0,0
BLC,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 2,0,0
BLC,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 3,0,0
BLC,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 4,0,0
BLC,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 5,0,0
BLC,2024Q4,SVO Identified Funds,NAIC 1,0,0
BLC,2024Q4,SVO Identified Funds,NAIC 2,0,0
BLC,2024Q4,SVO Identified Funds,NAIC 3,0,0
BLC,2024Q4,SVO Identified Funds,NAIC 4,0,0
BLC,2024Q4,SVO Identified Funds,NAIC 5,0,0
BLC,2024Q4,SVO Identified Funds,NAIC 6,0,0
BLC,2024Q4,Unaffiliated Bank Loans,NAIC 1,0,0
BLC,2024Q4,Unaffiliated Bank Loans,NAIC 2,0,0
BLC,2024Q4,Unaffiliated Bank Loans,NAIC 3,0,0
BLC,2024Q4,Unaffiliated Bank Loans,NAIC 4,0,0
BLC,2024Q4,Unaffiliated Bank Loans,NAIC 5,0,0
BLC,2024Q4,Unaffiliated Bank Loans,NAIC 6,0,0
BLC,2024Q4,Unaffiliated Certificates of Deposit,NAIC 1,0,0
BLC,2024Q4,Unaffiliated Certificates of Deposit,NAIC 2,0,0
BLC,2024Q4,Unaffiliated Certificates of Deposit,NAIC 3,0,0
BLC,2024Q4,Unaffiliated Certificates of Deposit,NAIC 4,0,0
BLC,2024Q4,Unaffiliated Certificates of Deposit,NAIC 5,0,0
BLC,2024Q4,Unaffiliated Certificates of Deposit,NAIC 6,0,0
BLC,2024Q4,Total Bonds Current Year,NAIC 1,11314881165,4939973695
BLC,2024Q4,Total Bonds Current Year,NAIC 2,5981882967,2102416344
BLC,2024Q4,Total Bonds Current Year,NAIC 3,584474095,452283318
BLC,2024Q4,Total Bonds Current Year,NAIC 4,230549151,160477903
BLC,2024Q4,Total Bonds Current Year,NAIC 5,15624158,5043410
BLC,2024Q4,Total Bonds Current Year,NAIC 6,0,0
BLC,2024Q4,Total Bonds Prior Year,NAIC 1,10727048714,4710466767
BLC,2024Q4,Total Bonds Prior Year,NAIC 2,5637084838,1965697521
BLC,2024Q4,Total Bonds Prior Year,NAIC 3,484301877,382844544
BLC,2024Q4,Total Bonds Prior Year,NAIC 4,17119215,0
BLC,2024Q4,Total Bonds Prior Year,NAIC 5,29747486,0
BLC,2024Q4,Total Bonds Prior Year,NAIC 6,0,0
BLC,2024Q4,Total Publicly Traded Bonds,NAIC 1,6374907470,6374907470
BLC,2024Q4,Total Publicly Traded Bonds,NAIC 3,132190777,132190777
BLC,2024Q4,Total Publicly Traded Bonds,NAIC 4,17119215,0
BLC,2024Q4,Total Publicly Traded Bonds,NAIC 5,0,0
BLC,2024Q4,Total Publicly Traded Bonds,NAIC 6,0,0
BLC,2024Q4,Total Privately Placed Bonds,NAIC 1,4939973695,4939973695
BLC,2024Q4,Total Privately Placed Bonds,NAIC 2,2102416344,2102416344
BLC,2024Q4,Total Privately Placed Bonds,NAIC 3,452283318,452283318
BLC,2024Q4,Total Privately Placed Bonds,NAIC 4,123286285,0
BLC,2024Q4,Total Privately Placed Bonds,NAIC 5,5043410,0
BLC,2024Q4,Total Privately Placed Bonds,NAIC 6,0,0
CPL,2021Q4,U.S. Governments,NAIC 1,0,0
CPL,2021Q4,U.S. Governments,NAIC 2,0,0
CPL,2021Q4,U.S. Governments,NAIC 3,0,0
CPL,2021Q4,U.S. Governments,NAIC 4,0,0
CPL,2021Q4,U.S. Governments,NAIC 5,0,0
CPL,2021Q4,U.S. Governments,NAIC 6,0,0
CPL,2021Q4,All Other Governments,NAIC 1,0,0
CPL,2021Q4,All Other Governments,NAIC 2,0,0
CPL,2021Q4,All Other Governments,NAIC 3,0,0
CPL,2021Q4,All Other Governments,NAIC 4,0,0
CPL,2021Q4,All Other Governments,NAIC 5,0,0
CPL,2021Q4,All Other Governments,NAIC 6,0,0
CPL,2021Q4,"U.S. States, Territories and Possessions etc.,",NAIC 1,0,0
CPL,2021Q4,"U.S. States, Territories and Possessions etc.,",NAIC 2,0,0
CPL,2021Q4,"U.S. States, Territories and Possessions etc.,",NAIC 3,0,0
CPL,2021Q4,"U.S. States, Territories and Possessions etc.,",NAIC 4,0,0
CPL,2021Q4,"U.S. States, Territories and Possessions etc.,",NAIC 5,0,0
CPL,2021Q4,"U.S. States, Territories and Possessions etc.,",NAIC 6,0,0
CPL,2021Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 1,5000449,0
CPL,2021Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 2,0,0
CPL,2021Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 3,0,0
CPL,2021Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 4,0,0
CPL,2021Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 5,0,0
CPL,2021Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 6,0,0
CPL,2021Q4,U.S. Special Revenue & Special Assessment,NAIC 1,141511013,138886837
CPL,2021Q4,U.S. Special Revenue & Special Assessment,NAIC 2,6664793,5630231
CPL,2021Q4,U.S. Special Revenue & Special Assessment,NAIC 3,0,0
CPL,2021Q4,U.S. Special Revenue & Special Assessment,NAIC 4,0,0
CPL,2021Q4,U.S. Special Revenue & Special Assessment,NAIC 5,0,0
CPL,2021Q4,U.S. Special Revenue & Special Assessment,NAIC 6,0,0
CPL,2021Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 1,259571665,167161966
CPL,2021Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 2,261298342,218893905
CPL,2021Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 3,16629148,10978391
CPL,2021Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 4,504588,0
CPL,2021Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 5,0,0
CPL,2021Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 6,0,0
CPL,2021Q4,Hybrid Securities,NAIC 1,0,0
CPL,2021Q4,Hybrid Securities,NAIC 2,0,0
CPL,2021Q4,Hybrid Securities,NAIC 3,0,0
CPL,2021Q4,Hybrid Securities,NAIC 4,0,0
CPL,2021Q4,Hybrid Securities,NAIC 5,0,0
CPL,2021Q4,Hybrid Securities,NAIC 6,0,0
CPL,2021Q4,"Parent, Subsidiaries and Affiliates",NAIC 1,0,0
CPL,2021Q4,"Parent, Subsidiaries and Affiliates",NAIC 2,0,0
CPL,2021Q4,"Parent, Subsidiaries and Affiliates",NAIC 3,0,0
CPL,2021Q4,"Parent, Subsidiaries and Affiliates",NAIC 4,0,0
CPL,2021Q4,"Parent, Subsidiaries and Affiliates",NAIC 5,0,0
CPL,2021Q4,"Parent, Subsidiaries and Affiliates",NAIC 6,0,0
CPL,2021Q4,SVO Identified Funds,NAIC 1,0,0
CPL,2021Q4,SVO Identified Funds,NAIC 2,0,0
CPL,2021Q4,SVO Identified Funds,NAIC 3,0,0
CPL,2021Q4,SVO Identified Funds,NAIC 4,0,0
CPL,2021Q4,SVO Identified Funds,NAIC 5,0,0
CPL,2021Q4,SVO Identified Funds,NAIC 6,0,0
CPL,2021Q4,Unaffiliated Bank Loans,NAIC 1,0,0
CPL,2021Q4,Unaffiliated Bank Loans,NAIC 2,0,0
CPL,2021Q4,Unaffiliated Bank Loans,NAIC 3,0,0
CPL,2021Q4,Unaffiliated Bank Loans,NAIC 4,0,0
CPL,2021Q4,Unaffiliated Bank Loans,NAIC 5,0,0
CPL,2021Q4,Unaffiliated Bank Loans,NAIC 6,0,0
CPL,2021Q4,Total Bonds Current Year,NAIC 1,421323300,95033875
CPL,2021Q4,Total Bonds Current Year,NAIC 2,274103137,43438999
CPL,2021Q4,Total Bonds Current Year,NAIC 3,16629148,5650757
CPL,2021Q4,Total Bonds Current Year,NAIC 4,0,0
CPL,2021Q4,Total Bonds Current Year,NAIC 5,0,0
CPL,2021Q4,Total Bonds Current Year,NAIC 6,0,0
CPL,2021Q4,Total Bonds Prior Year,NAIC 1,374933265,91679607
CPL,2021Q4,Total Bonds Prior Year,NAIC 2,324064399,57793035
CPL,2021Q4,Total Bonds Prior Year,NAIC 3,23347194,7562479
CPL,2021Q4,Total Bonds Prior Year,NAIC 4,0,0
CPL,2021Q4,Total Bonds Prior Year,NAIC 5,0,0
CPL,2021Q4,Total Bonds Prior Year,NAIC 6,0,0
CPL,2021Q4,Total Publicly Traded Bonds,NAIC 1,326289425,326289425
CPL,2021Q4,Total Publicly Traded Bonds,NAIC 2,230664138,230664138
CPL,2021Q4,Total Publicly Traded Bonds,NAIC 3,15784715,0
CPL,2021Q4,Total Publicly Traded Bonds,NAIC 4,0,0
CPL,2021Q4,Total Publicly Traded Bonds,NAIC 5,0,0
CPL,2021Q4,Total Publicly Traded Bonds,NAIC 6,0,0
CPL,2021Q4,Total Privately Placed Bonds,NAIC 1,95033875,95033875
CPL,2021Q4,Total Privately Placed Bonds,NAIC 2,43438999,43438999
CPL,2021Q4,Total Privately Placed Bonds,NAIC 3,5650757,5650757
CPL,2021Q4,Total Privately Placed Bonds,NAIC 4,0,0
CPL,2021Q4,Total Privately Placed Bonds,NAIC 5,0,0
CPL,2021Q4,Total Privately Placed Bonds,NAIC 6,0,0
CPL,2022Q4,U.S. Governments,NAIC 1,0,0
CPL,2022Q4,U.S. Governments,NAIC 2,0,0
CPL,2022Q4,U.S. Governments,NAIC 3,0,0
CPL,2022Q4,U.S. Governments,NAIC 4,0,0
CPL,2022Q4,U.S. Governments,NAIC 5,0,0
CPL,2022Q4,U.S. Governments,NAIC 6,0,0
CPL,2022Q4,All Other Governments,NAIC 1,0,0
CPL,2022Q4,All Other Governments,NAIC 2,0,0
CPL,2022Q4,All Other Governments,NAIC 3,0,0
CPL,2022Q4,All Other Governments,NAIC 4,0,0
CPL,2022Q4,All Other Governments,NAIC 5,0,0
CPL,2022Q4,All Other Governments,NAIC 6,0,0
CPL,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 1,0,0
CPL,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 2,0,0
CPL,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 3,0,0
CPL,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 4,0,0
CPL,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 5,0,0
CPL,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 6,0,0
CPL,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 1,9290483,0
CPL,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 2,0,0
CPL,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 3,0,0
CPL,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 4,0,0
CPL,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 5,0,0
CPL,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 6,0,0
CPL,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 1,159497257,156921009
CPL,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 2,2726589,2726589
CPL,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 3,0,0
CPL,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 4,0,0
CPL,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 5,0,0
CPL,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 6,0,0
CPL,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 1,273036496,151257832
CPL,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 2,231838392,182802184
CPL,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 3,11388761,7768302
CPL,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 4,0,0
CPL,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 5,0,0
CPL,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 6,0,0
CPL,2022Q4,Hybrid Securities,NAIC 1,0,0
CPL,2022Q4,Hybrid Securities,NAIC 2,0,0
CPL,2022Q4,Hybrid Securities,NAIC 3,0,0
CPL,2022Q4,Hybrid Securities,NAIC 4,0,0
CPL,2022Q4,Hybrid Securities,NAIC 5,0,0
CPL,2022Q4,Hybrid Securities,NAIC 6,0,0
CPL,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 1,0,0
CPL,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 2,0,0
CPL,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 3,0,0
CPL,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 4,0,0
CPL,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 5,0,0
CPL,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 6,0,0
CPL,2022Q4,SVO Identified Funds,NAIC 1,0,0
CPL,2022Q4,SVO Identified Funds,NAIC 2,0,0
CPL,2022Q4,SVO Identified Funds,NAIC 3,0,0
CPL,2022Q4,SVO Identified Funds,NAIC 4,0,0
CPL,2022Q4,SVO Identified Funds,NAIC 5,0,0
CPL,2022Q4,SVO Identified Funds,NAIC 6,0,0
CPL,2022Q4,Unaffiliated Bank Loans,NAIC 1,0,0
CPL,2022Q4,Unaffiliated Bank Loans,NAIC 2,0,0
CPL,2022Q4,Unaffiliated Bank Loans,NAIC 3,0,0
CPL,2022Q4,Unaffiliated Bank Loans,NAIC 4,0,0
CPL,2022Q4,Unaffiliated Bank Loans,NAIC 5,0,0
CPL,2022Q4,Unaffiliated Bank Loans,NAIC 6,0,0
CPL,2022Q4,Unaffiliated Certificates of Deposit,NAIC 1,0,0
CPL,2022Q4,Unaffiliated Certificates of Deposit,NAIC 2,0,0
CPL,2022Q4,Unaffiliated Certificates of Deposit,NAIC 3,0,0
