company,ticker,entity,period,bonds,mortgages,alts,cash,real_estate,total_invested,annuity_ytd,life_prem_ytd
Jackson Financial,JXN,JNLIC,2020Q3,57661421398.0,9989790442.0,1509009495.0,72270119301.0,5955206.0,141436295842.0,0.0,0.0
Jackson Financial,JXN,JNLIC,2021Q2,49016458412.0,11784479250.0,2049808344.0,5887285460.0,7947775.0,68745979241.0,0.0,0.0
Jackson Financial,JXN,JNLIC,2022Q2,48697570649.0,12010555073.0,2685485497.0,12137461250.0,3956123.0,75535028592.0,0.0,0.0
Jackson Financial,JXN,JNLIC,2022Q3,48697570649.0,11798414306.0,2647773217.0,12137461250.0,0.0,75281219422.0,0.0,0.0
Jackson Financial,JXN,JNLIC,2022Q4,45197102693.0,11588751919.0,2584231276.0,2977325905.0,236841132.0,62584252925.0,14815833148.0,541816351.0
Jackson Financial,JXN,JNLIC,2023Q1,44929704531.0,11429173268.0,2778079112.0,521275721.0,235336466.0,59893569098.0,2966237618.0,127631366.0
Jackson Financial,JXN,JNLIC,2023Q2,43751391307.0,10832590110.0,2028607175.0,464771699.0,233901984.0,57311262275.0,5891683417.0,263273450.0
Jackson Financial,JXN,JNLIC,2023Q3,42180937659.0,10473466519.0,2101090489.0,521289317.0,224328480.0,55501112464.0,9018374916.0,390320703.0
Jackson Financial,JXN,JNLIC,2023Q4,39541156526.0,10293120528.0,2101790972.0,753199633.0,226591548.0,52915859207.0,12115603781.0,506700789.0
Jackson Financial,JXN,JNLIC,2024Q1,37619449740.0,10016753259.0,2220991140.0,670974716.0,226284374.0,50754453229.0,3468764728.0,127803346.0
Jackson Financial,JXN,JNLIC,2024Q2,36474702848.0,9766802230.0,2279749868.0,469012179.0,224774642.0,49215041767.0,7435069897.0,238422808.0
Jackson Financial,JXN,JNLIC,2024Q3,35132261465.0,9517313977.0,2284219861.0,1461466569.0,226625008.0,48621886880.0,12284243135.0,356194088.0
Jackson Financial,JXN,JNLIC,2024Q4,34279645077.0,9331530897.0,2528924689.0,2062815033.0,230925634.0,48433841330.0,16573922082.0,464006488.0
Jackson Financial,JXN,JNLIC,2025Q1,33793423477.0,9362332125.0,2545296671.0,2183406158.0,231080772.0,48115539203.0,3765904033.0,119656339.0
Jackson Financial,JXN,JNLIC,2025Q2,33702924652.0,9220795815.0,2620098482.0,2067001874.0,230857298.0,47841678121.0,8098556229.0,229554499.0
Jackson Financial,JXN,JNLIC,2025Q3,33722437518.0,8966091360.0,2766689008.0,2711739245.0,226035951.0,48392993082.0,13972297677.0,335002973.0
Jackson Financial,JXN,JNLICNY,2020Q3,1238981159.0,0.0,0.0,504137105.0,0.0,1743118264.0,0.0,0.0
Jackson Financial,JXN,JNLICNY,2020Q4,1267367784.0,0.0,0.0,118002019.0,0.0,1385369803.0,0.0,0.0
Jackson Financial,JXN,JNLICNY,2021Q1,1267367784.0,0.0,0.0,796034461.0,0.0,2063402245.0,0.0,0.0
Jackson Financial,JXN,JNLICNY,2021Q3,1267367784.0,0.0,0.0,796034461.0,0.0,2063402245.0,0.0,0.0
Jackson Financial,JXN,JNLICNY,2021Q4,1281189038.0,0.0,0.0,66132168.0,0.0,1347321206.0,0.0,0.0
Jackson Financial,JXN,JNLICNY,2022Q3,1311358287.0,0.0,0.0,663268600.0,0.0,1974626887.0,0.0,0.0
Jackson Financial,JXN,JNLICNY,2022Q4,1318197302.0,0.0,0.0,78608267.0,0.0,1396805569.0,1097994716.0,468398.0
Jackson Financial,JXN,JNLICNY,2023Q1,1299177240.0,0.0,0.0,86204964.0,0.0,1385382204.0,215884051.0,108362.0
Jackson Financial,JXN,JNLICNY,2023Q2,1308310392.0,0.0,0.0,44256076.0,0.0,1352566468.0,418240025.0,231793.0
Jackson Financial,JXN,JNLICNY,2023Q3,1282443859.0,0.0,0.0,62372932.0,0.0,1344816791.0,626202983.0,353136.0
Jackson Financial,JXN,JNLICNY,2023Q4,1300206317.0,0.0,0.0,54796520.0,0.0,1355002837.0,817514906.0,457744.0
Jackson Financial,JXN,JNLICNY,2024Q1,1301283792.0,0.0,0.0,60871124.0,0.0,1362154916.0,237164700.0,106729.0
Jackson Financial,JXN,JNLICNY,2024Q2,1288445905.0,0.0,0.0,69294264.0,0.0,1357740169.0,513436490.0,220602.0
Jackson Financial,JXN,JNLICNY,2024Q3,1307572574.0,0.0,0.0,109850545.0,0.0,1417423119.0,953986857.0,341676.0
Jackson Financial,JXN,JNLICNY,2025Q1,1294376825.0,0.0,2005356.0,70544390.0,0.0,1366926571.0,390331381.0,112689.0
Jackson Financial,JXN,JNLICNY,2025Q2,1326774126.0,0.0,2002936.0,201197088.0,0.0,1529974150.0,929292316.0,212661.0
Jackson Financial,JXN,JNLICNY,2025Q3,1455914333.0,0.0,2002275.0,229902767.0,0.0,1687819375.0,1625635367.0,345733.0
Lincoln National,LNC,LLANY,2021Q4,7367225275.0,965424561.0,0.0,39319000.0,0.0,8371968836.0,0.0,0.0
Lincoln National,LNC,LLANY,2022Q4,7375016451.0,915452539.0,21025665.0,43595000.0,0.0,8355089655.0,804142232.0,284365346.0
Lincoln National,LNC,LLANY,2023Q4,7329887571.0,923014380.0,22963783.0,32948587.0,0.0,8308814321.0,580717427.0,251342551.0
Lincoln National,LNC,LNL,2019Q4,80146720180.0,13143141692.0,0.0,951876884.0,0.0,94241738756.0,18042490602.0,8098479447.0
Lincoln National,LNC,LNL,2020Q4,84628404344.0,13540977301.0,0.0,381292042.0,0.0,98550673687.0,16373359275.0,6902842239.0
Lincoln National,LNC,LNL,2021Q4,85406426260.0,14763814425.0,0.0,1603459476.0,0.0,101773700161.0,0.0,0.0
Lincoln National,LNC,LNL,2022Q4,91021286237.0,14518464772.0,3600038514.0,1081700048.0,27198266.0,110248687837.0,16974991209.0,8121143377.0
Lincoln National,LNC,LNL,2023Q4,64994283071.0,14543993642.0,4258338617.0,1336108024.0,26482872.0,85159206226.0,17918582369.0,7908829602.0
MetLife,MET,MLIC,2023Q1,139987541357.0,54800582485.0,21903191853.0,2975888666.0,1389074207.0,221056278568.0,102131983.0,2664280961.0
MetLife,MET,MLIC,2023Q3,136415930836.0,53914679135.0,22001105529.0,1800098750.0,1386316312.0,215518130562.0,438141817.0,7645520707.0
MetLife,MET,MLIC,2024Q2,131593083048.0,51539724889.0,20957970775.0,3915868864.0,1378093719.0,209384741295.0,1892144381.0,4829196580.0
MetLife,MET,MLIC,2024Q3,131740979355.0,51410021968.0,20889735453.0,3812781003.0,1385389423.0,209238907202.0,2332283863.0,7626070786.0
MetLife,MET,MLIC,2025Q1,132309690941.0,49479194832.0,19608086727.0,2682843487.0,1322639516.0,205402455503.0,692338197.0,2480450685.0
MetLife,MET,MLIC,2025Q2,133827885605.0,48347093301.0,19356713353.0,3476325617.0,1328051950.0,206336069826.0,1265490730.0,5105753000.0
MetLife,MET,MLIC,2025Q3,134849667462.0,47459461434.0,19916940975.0,2498432588.0,1320019860.0,206044522319.0,1722792856.0,7675595476.0
MetLife,MET,MTL,2023Q3,19958705856.0,5417312922.0,1827895001.0,833129959.0,43020688.0,28080064426.0,4268164001.0,768386585.0
MetLife,MET,MTL,2023Q4,18387627786.0,5778824499.0,1849839665.0,677538854.0,43020688.0,26736851492.0,5310076555.0,966908952.0
MetLife,MET,MTL,2024Q2,20183095931.0,6197266349.0,1843409492.0,545590559.0,43020688.0,28812383019.0,2644333726.0,776636188.0
MetLife,MET,MTL,2024Q3,20397270159.0,6343960899.0,1827125807.0,853611340.0,43124538.0,29465092743.0,3340415586.0,1091057937.0
MetLife,MET,MTL,2025Q1,22569039560.0,6540393207.0,1876313818.0,745319378.0,43288688.0,31774354651.0,1530262778.0,97406742.0
MetLife,MET,MTL,2025Q2,23434160671.0,6652284699.0,1894486222.0,663635781.0,43318838.0,32687886211.0,1687268676.0,206372041.0
MetLife,MET,MTL,2025Q3,24208956290.0,6738364375.0,1889245308.0,673965901.0,43436088.0,33553967962.0,1938431634.0,286118994.0
Prudential Financial,PRU,PICA,2021Q2,102787317938.0,21575412613.0,8022448618.0,23285747343.0,42373775.0,155713300287.0,0.0,0.0
Prudential Financial,PRU,PICA,2021Q3,109605828520.0,21500586028.0,8706319261.0,39997317273.0,42373775.0,179852424857.0,0.0,0.0
Prudential Financial,PRU,PICA,2022Q1,110363282603.0,21337069133.0,9260650610.0,16869532669.0,5961522.0,157836496537.0,0.0,0.0
Prudential Financial,PRU,PICA,2022Q2,100092290376.0,21125279612.0,9272475683.0,45931351725.0,5169619.0,176426567015.0,0.0,0.0
Prudential Financial,PRU,PICA,2022Q3,100722911100.0,21125279612.0,8813040831.0,77543353818.0,31125211.0,208235710572.0,0.0,0.0
Prudential Financial,PRU,PICA,2023Q1,100676615627.0,19605571337.0,8736287982.0,2377272818.0,353091933.0,131748839697.0,2804084872.0,1000765249.0
Prudential Financial,PRU,PICA,2023Q2,101485870337.0,19550351278.0,8932222715.0,1914574072.0,329549637.0,132212568039.0,3168591086.0,2094277660.0
Prudential Financial,PRU,PICA,2023Q3,97177107148.0,19428842017.0,9390552755.0,1797017299.0,320707115.0,128114226334.0,6034253522.0,3189144995.0
Prudential Financial,PRU,PICA,2024Q2,99167780553.0,19907484622.0,9777671165.0,2170579664.0,273490965.0,131297006969.0,10609775618.0,2420911179.0
Prudential Financial,PRU,PICA,2024Q3,101502302515.0,19879569753.0,9853708182.0,3127415459.0,269506372.0,134632502281.0,17248202552.0,3589544285.0
Prudential Financial,PRU,PICA,2025Q1,93644625914.0,18354273280.0,9939759366.0,1320375665.0,253942307.0,123512976532.0,528341917.0,988258408.0
Prudential Financial,PRU,PICA,2025Q2,97596360016.0,18639286064.0,9840206613.0,1715224077.0,252091914.0,128043168684.0,1198231225.0,2167363268.0
Prudential Financial,PRU,PICA,2025Q3,97737633659.0,19377769880.0,9756784694.0,2339768420.0,249738670.0,129461695323.0,3815093585.0,3257772832.0
Unum Group,UNM,FUNM,2021Q1,3756202899.0,364488753.0,0.0,13689818.0,0.0,4134381470.0,0.0,0.0
Unum Group,UNM,FUNM,2021Q2,3805564683.0,353308332.0,0.0,9418991.0,0.0,4168292006.0,0.0,0.0
Unum Group,UNM,FUNM,2021Q3,3833023709.0,374810123.0,0.0,2089982.0,0.0,4209923814.0,0.0,0.0
Unum Group,UNM,FUNM,2022Q1,3838051216.0,393988689.0,0.0,32336733.0,0.0,4264376638.0,0.0,0.0
Unum Group,UNM,FUNM,2022Q4,3895159025.0,384668255.0,45620491.0,32271764.0,0.0,4357719535.0,0.0,0.0
Unum Group,UNM,FUNM,2023Q1,3952770788.0,379497411.0,45616314.0,21680553.0,0.0,4399565066.0,117282151.0,29697406.0
Unum Group,UNM,ULAM,2022Q1,19298700878.0,1175596176.0,1101092281.0,143788218.0,82597335.0,21801774888.0,0.0,0.0
Unum Group,UNM,ULAM,2022Q4,19763080787.0,1138707960.0,1217392976.0,111652663.0,77826467.0,22308660853.0,0.0,0.0
Voya Financial,VOYA,VRIAC,2019Q3,24356308744.0,4919001825.0,966420619.0,679042031.0,1671955.0,30922445174.0,0.0,0.0
Voya Financial,VOYA,VRIAC,2021Q4,25416393817.0,4693657994.0,0.0,0.0,0.0,30110051811.0,0.0,0.0
Voya Financial,VOYA,VRIAC,2023Q2,22877523228.0,4162046357.0,1377752320.0,308152983.0,22850398.0,28748325286.0,6195141072.0,34103125.0
Voya Financial,VOYA,VRIAC,2023Q4,21900783059.0,4043855659.0,1349887624.0,93500000.0,22850398.0,27410876740.0,12250237076.0,68491614.0
Voya Financial,VOYA,VRIAC,2024Q2,21237166630.0,3871093227.0,1427966276.0,67667908.0,22850398.0,26626744439.0,6143525100.0,34372377.0
Voya Financial,VOYA,VRIAC,2024Q3,21349413149.0,3734844027.0,1425101172.0,315317674.0,22850398.0,26847526420.0,9268964865.0,50706765.0
Voya Financial,VOYA,VRIAC,2025Q1,22838671023.0,4511100353.0,1662031981.0,58281736.0,22850398.0,29092935491.0,3606039709.0,15832768.0
Voya Financial,VOYA,VRIAC,2025Q2,22655481961.0,4477032381.0,1693404961.0,246328149.0,22850398.0,29095097850.0,7014709636.0,29603328.0
